receipt_id,date,hour,total_items,total_amount,source
REC-20251017094631-87E05B,2025-10-17,09:00,1,5.00,SIMULATED
REC-20251017090727-F9A611,2025-10-17,09:00,1,4.50,SIMULATED
REC-20251017090149-D4929A,2025-10-17,09:00,3,11.50,SIMULATED
REC-20251017095608-493F89,2025-10-17,09:00,1,4.50,SIMULATED
REC-20251017090247-1796AF,2025-10-17,09:00,1,5.50,SIMULATED
REC-20251017093614-AFD5F9,2025-10-17,09:00,2,8.00,SIMULATED
REC-20251017092709-9C0BB1,2025-10-17,09:00,2,9.00,SIMULATED
REC-20251017095354-6D2510,2025-10-17,09:00,1,4.50,SIMULATED
REC-20251017091152-BBA220,2025-10-17,09:00,1,5.50,SIMULATED
REC-20251017092355-CA4697,2025-10-17,09:00,2,8.50,SIMULATED
REC-20251017090055-5CB8F5,2025-10-17,09:00,1,5.00,SIMULATED
REC-20251017090954-2563C7,2025-10-17,09:00,1,3.50,SIMULATED
REC-20251017095839-35757E,2025-10-17,09:00,1,3.50,SIMULATED
REC-20251017092738-3C48F0,2025-10-17,09:00,5,22.00,SIMULATED
REC-20251017100947-9F1BDA,2025-10-17,10:00,1,4.50,SIMULATED
REC-20251017105226-346DBB,2025-10-17,10:00,1,5.50,SIMULATED
REC-20251017101611-B31080,2025-10-17,10:00,1,4.50,SIMULATED
REC-20251017101819-C94170,2025-10-17,10:00,1,3.50,SIMULATED
REC-20251017100623-22367E,2025-10-17,10:00,1,4.50,SIMULATED
REC-20251017104313-D63D62,2025-10-17,10:00,2,10.00,SIMULATED
REC-20251017100555-95E6B7,2025-10-17,10:00,1,3.50,SIMULATED
REC-20251017105223-B2A8D7,2025-10-17,10:00,2,9.00,SIMULATED
REC-20251017101104-DD48D7,2025-10-17,10:00,5,24.00,SIMULATED
REC-20251017104538-1095D8,2025-10-17,10:00,3,12.50,SIMULATED
REC-20251017103333-88C8D4,2025-10-17,10:00,1,4.50,SIMULATED
REC-20251017105923-FFCFB8,2025-10-17,10:00,1,5.50,SIMULATED
REC-20251017102912-B1B479,2025-10-17,10:00,1,5.00,SIMULATED
REC-20251017100553-3163E5,2025-10-17,10:00,1,3.50,SIMULATED
REC-20251017101713-6A0C35,2025-10-17,10:00,2,8.00,SIMULATED
REC-20251017104708-0A2EF7,2025-10-17,10:00,1,4.50,SIMULATED
REC-20251017103545-3293A3,2025-10-17,10:00,1,5.00,SIMULATED
REC-20251017104105-6F03D4,2025-10-17,10:00,1,3.50,SIMULATED
REC-20251017104125-C582E1,2025-10-17,10:00,4,15.50,SIMULATED
REC-20251017101730-E3929E,2025-10-17,10:00,1,3.00,SIMULATED
REC-20251017104029-498445,2025-10-17,10:00,2,9.50,SIMULATED
REC-20251017101600-4A33BB,2025-10-17,10:00,1,3.50,SIMULATED
REC-20251017104358-5ED989,2025-10-17,10:00,3,11.50,SIMULATED
REC-20251017115053-0631AF,2025-10-17,11:00,2,9.00,SIMULATED
REC-20251017111538-D02557,2025-10-17,11:00,4,17.00,SIMULATED
REC-20251017110601-9B9ABB,2025-10-17,11:00,1,4.50,SIMULATED
REC-20251017115808-4C3B71,2025-10-17,11:00,1,5.00,SIMULATED
REC-20251017114733-D0CA05,2025-10-17,11:00,2,10.00,SIMULATED
REC-20251017113831-E0234A,2025-10-17,11:00,3,12.00,SIMULATED
REC-20251017112121-46A6D2,2025-10-17,11:00,1,3.00,SIMULATED
REC-20251017115208-CC910B,2025-10-17,11:00,1,4.50,SIMULATED
REC-20251017111024-CC4D4F,2025-10-17,11:00,1,3.50,SIMULATED
REC-20251017110935-26AA4E,2025-10-17,11:00,1,3.50,SIMULATED
REC-20251017114838-F904D6,2025-10-17,11:00,1,5.00,SIMULATED
REC-20251017110134-5EF010,2025-10-17,11:00,1,3.50,SIMULATED
REC-20251017123424-99DB96,2025-10-17,12:00,2,9.50,SIMULATED
REC-20251017124312-D6DE89,2025-10-17,12:00,4,16.00,SIMULATED
REC-20251017125120-F86691,2025-10-17,12:00,1,4.50,SIMULATED
REC-20251017125048-27C7A9,2025-10-17,12:00,2,6.50,SIMULATED
REC-20251017121351-61FEF2,2025-10-17,12:00,4,18.00,SIMULATED
REC-20251017125121-C1EB4F,2025-10-17,12:00,1,5.50,SIMULATED
REC-20251017124312-45844A,2025-10-17,12:00,1,5.50,SIMULATED
REC-20251017123114-F3CE08,2025-10-17,12:00,2,9.00,SIMULATED
REC-20251017124528-27A075,2025-10-17,12:00,1,4.00,SIMULATED
REC-20251017121614-D3313B,2025-10-17,12:00,1,4.50,SIMULATED
REC-20251017125523-A6E427,2025-10-17,12:00,1,5.50,SIMULATED
REC-20251017121417-A8C2FD,2025-10-17,12:00,2,7.00,SIMULATED
REC-20251017123846-A8B6BE,2025-10-17,12:00,1,4.50,SIMULATED
REC-20251017125150-2927F1,2025-10-17,12:00,1,4.50,SIMULATED
REC-20251017130927-4152E7,2025-10-17,13:00,1,3.50,SIMULATED
REC-20251017130602-59DB4E,2025-10-17,13:00,1,4.50,SIMULATED
REC-20251017130517-12E74F,2025-10-17,13:00,3,10.50,SIMULATED
REC-20251017130925-68EDFC,2025-10-17,13:00,2,9.50,SIMULATED
REC-20251017132751-1D1CBB,2025-10-17,13:00,1,3.50,SIMULATED
REC-20251017135222-761B3D,2025-10-17,13:00,1,4.50,SIMULATED
REC-20251017132734-0CCD51,2025-10-17,13:00,2,8.00,SIMULATED
REC-20251017134231-ACFB7F,2025-10-17,13:00,3,13.00,SIMULATED
REC-20251017131244-57C822,2025-10-17,13:00,3,13.00,SIMULATED
REC-20251017133129-0D3F6B,2025-10-17,13:00,1,3.50,SIMULATED
REC-20251017134944-0B0A93,2025-10-17,13:00,2,9.00,SIMULATED
REC-20251017133123-56C2B6,2025-10-17,13:00,2,6.50,SIMULATED
REC-20251017135018-0B294F,2025-10-17,13:00,3,13.50,SIMULATED
REC-20251017131821-78010F,2025-10-17,13:00,1,3.50,SIMULATED
REC-20251017142318-7B628B,2025-10-17,14:00,1,3.50,SIMULATED
REC-20251017141347-F14D19,2025-10-17,14:00,2,6.50,SIMULATED
REC-20251017144425-5091AC,2025-10-17,14:00,1,2.50,SIMULATED
REC-20251017144644-591B25,2025-10-17,14:00,1,4.50,SIMULATED
REC-20251017142257-62F5E0,2025-10-17,14:00,1,3.50,SIMULATED
REC-20251017145609-2C9BC2,2025-10-17,14:00,1,4.50,SIMULATED
REC-20251017140415-F3DA77,2025-10-17,14:00,3,12.50,SIMULATED
REC-20251017143812-DC25FF,2025-10-17,14:00,3,11.50,SIMULATED
REC-20251017143047-94989D,2025-10-17,14:00,3,12.50,SIMULATED
REC-20251017144134-49EB66,2025-10-17,14:00,2,8.00,SIMULATED
REC-20251017144937-4CCDE3,2025-10-17,14:00,1,4.50,SIMULATED
REC-20251017140549-BCB19D,2025-10-17,14:00,1,3.00,SIMULATED
REC-20251017145017-5AEEFD,2025-10-17,14:00,3,13.50,SIMULATED
REC-20251017144106-C16885,2025-10-17,14:00,3,10.50,SIMULATED
REC-20251017145633-83D956,2025-10-17,14:00,1,4.50,SIMULATED
REC-20251017141917-3AD2FE,2025-10-17,14:00,2,8.50,SIMULATED
REC-20251017155416-C2C1D3,2025-10-17,15:00,4,16.00,SIMULATED
REC-20251017152905-3F960F,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017154226-2E6C3B,2025-10-17,15:00,2,7.50,SIMULATED
REC-20251017151936-3CBAA9,2025-10-17,15:00,2,8.00,SIMULATED
REC-20251017150223-3FBDEE,2025-10-17,15:00,1,4.50,SIMULATED
REC-20251017151738-5005F9,2025-10-17,15:00,1,4.50,SIMULATED
REC-20251017154212-DC7F85,2025-10-17,15:00,1,4.00,SIMULATED
REC-20251017152708-B1013E,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017151026-1B36B9,2025-10-17,15:00,1,4.50,SIMULATED
REC-20251017152448-447720,2025-10-17,15:00,1,4.00,SIMULATED
REC-20251017153243-25A8EC,2025-10-17,15:00,1,3.00,SIMULATED
REC-20251017154436-E41240,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017153002-DDBB33,2025-10-17,15:00,2,9.00,SIMULATED
REC-20251017150224-951A38,2025-10-17,15:00,2,10.00,SIMULATED
REC-20251017151334-C536B9,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017155009-0805BD,2025-10-17,15:00,3,12.50,SIMULATED
REC-20251017152715-A9F3CB,2025-10-17,15:00,1,4.50,SIMULATED
REC-20251017151038-78FEA5,2025-10-17,15:00,2,8.50,SIMULATED
REC-20251017153020-9EB82D,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017151242-D56E53,2025-10-17,15:00,1,4.50,SIMULATED
REC-20251017152413-064230,2025-10-17,15:00,1,3.50,SIMULATED
REC-20251017162334-1FDF84,2025-10-17,16:00,2,10.00,SIMULATED
REC-20251017165902-ABDE03,2025-10-17,16:00,2,8.50,SIMULATED
REC-20251017161531-A002D6,2025-10-17,16:00,1,4.50,SIMULATED
REC-20251017164200-153674,2025-10-17,16:00,2,8.00,SIMULATED
REC-20251017165335-A69438,2025-10-17,16:00,3,12.50,SIMULATED
REC-20251017163234-ACB43E,2025-10-17,16:00,1,4.00,SIMULATED
REC-20251017161328-9A1BAA,2025-10-17,16:00,3,11.50,SIMULATED
REC-20251017164244-F1A592,2025-10-17,16:00,1,3.50,SIMULATED
REC-20251017160726-0147E4,2025-10-17,16:00,1,4.00,SIMULATED
REC-20251017160721-38F441,2025-10-17,16:00,1,4.00,SIMULATED
REC-20251017161302-E60B44,2025-10-17,16:00,3,12.00,SIMULATED
REC-20251017165317-EFEDEE,2025-10-17,16:00,1,2.50,SIMULATED
REC-20251017160557-1CE6E1,2025-10-17,16:00,1,4.00,SIMULATED
REC-20251017164653-498AA6,2025-10-17,16:00,1,3.50,SIMULATED
REC-20251017174952-991185,2025-10-17,17:00,2,8.00,SIMULATED
REC-20251017175611-C8C440,2025-10-17,17:00,1,4.00,SIMULATED
REC-20251017172550-79BBE8,2025-10-17,17:00,2,7.00,SIMULATED
REC-20251017170449-E6AA5B,2025-10-17,17:00,2,9.00,SIMULATED
REC-20251017172722-AE029E,2025-10-17,17:00,2,7.00,SIMULATED
REC-20251017170810-2C6C73,2025-10-17,17:00,1,4.00,SIMULATED
REC-20251017175133-29E856,2025-10-17,17:00,2,10.50,SIMULATED
REC-20251017170431-B7F559,2025-10-17,17:00,2,9.00,SIMULATED
REC-20251018072726-F58CC9,2025-10-18,07:00,1,4.00,SIMULATED
REC-20251018072913-3015F8,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018074149-B6D0D7,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018074701-A62F6C,2025-10-18,07:00,1,2.50,SIMULATED
REC-20251018074022-5327BB,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018070509-BDED6F,2025-10-18,07:00,1,4.00,SIMULATED
REC-20251018074108-1F19D1,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018070554-D57857,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018070635-277D29,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018075217-5A2B78,2025-10-18,07:00,1,4.50,SIMULATED
REC-20251018070744-47BFD2,2025-10-18,07:00,2,6.00,SIMULATED
REC-20251018080132-129DF1,2025-10-18,08:00,2,8.00,SIMULATED
REC-20251018083946-FC5C8F,2025-10-18,08:00,1,3.50,SIMULATED
REC-20251018081344-C893C6,2025-10-18,08:00,1,4.00,SIMULATED
REC-20251018080403-42F9D5,2025-10-18,08:00,3,12.50,SIMULATED
REC-20251018084348-748782,2025-10-18,08:00,1,4.00,SIMULATED
REC-20251018080701-6FAB28,2025-10-18,08:00,1,5.50,SIMULATED
REC-20251018081704-211EE2,2025-10-18,08:00,1,4.00,SIMULATED
REC-20251018084222-A57F1E,2025-10-18,08:00,3,13.50,SIMULATED
REC-20251018085509-33AF2C,2025-10-18,08:00,1,4.50,SIMULATED
REC-20251018080635-B475C5,2025-10-18,08:00,1,3.00,SIMULATED
REC-20251018084231-69F5DA,2025-10-18,08:00,1,4.50,SIMULATED
REC-20251018081751-620A2F,2025-10-18,08:00,1,5.00,SIMULATED
REC-20251018083422-134E61,2025-10-18,08:00,1,3.50,SIMULATED
REC-20251018084938-7AC693,2025-10-18,08:00,1,3.50,SIMULATED
REC-20251018083300-1B4D40,2025-10-18,08:00,1,3.50,SIMULATED
REC-20251018082438-5B3154,2025-10-18,08:00,2,9.00,SIMULATED
REC-20251018081415-767C5D,2025-10-18,08:00,3,13.00,SIMULATED
REC-20251018085820-F90383,2025-10-18,08:00,2,8.50,SIMULATED
REC-20251018081435-D29445,2025-10-18,08:00,2,8.00,SIMULATED
REC-20251018083013-1C88C9,2025-10-18,08:00,3,12.50,SIMULATED
REC-20251018080040-C77DC8,2025-10-18,08:00,1,4.00,SIMULATED
REC-20251018091442-6C8453,2025-10-18,09:00,1,3.50,SIMULATED
REC-20251018092346-5E2EA1,2025-10-18,09:00,1,4.00,SIMULATED
REC-20251018092206-E7C305,2025-10-18,09:00,2,7.00,SIMULATED
REC-20251018092527-306721,2025-10-18,09:00,1,4.50,SIMULATED
REC-20251018095348-A28993,2025-10-18,09:00,1,3.50,SIMULATED
REC-20251018092412-42A682,2025-10-18,09:00,4,18.00,SIMULATED
REC-20251018095501-D51EDD,2025-10-18,09:00,3,14.00,SIMULATED
REC-20251018093318-EC3631,2025-10-18,09:00,2,8.00,SIMULATED
REC-20251018095258-CFF0D7,2025-10-18,09:00,3,14.00,SIMULATED
REC-20251018091140-8F2C01,2025-10-18,09:00,1,4.50,SIMULATED
REC-20251018091020-4ABCA1,2025-10-18,09:00,1,3.50,SIMULATED
REC-20251018091953-39552C,2025-10-18,09:00,2,9.00,SIMULATED
REC-20251018093223-0CEA91,2025-10-18,09:00,2,8.00,SIMULATED
REC-20251018090004-5A00CD,2025-10-18,09:00,1,4.50,SIMULATED
REC-20251018094521-27178D,2025-10-18,09:00,2,7.50,SIMULATED
REC-20251018093753-4CDBA5,2025-10-18,09:00,2,8.50,SIMULATED
REC-20251018093315-1E9486,2025-10-18,09:00,1,4.50,SIMULATED
REC-20251018092948-958983,2025-10-18,09:00,1,4.50,SIMULATED
REC-20251018104715-3DF1A3,2025-10-18,10:00,2,9.50,SIMULATED
REC-20251018101250-B2A09E,2025-10-18,10:00,3,11.50,SIMULATED
REC-20251018103123-E35915,2025-10-18,10:00,2,8.00,SIMULATED
REC-20251018101707-423F83,2025-10-18,10:00,1,5.00,SIMULATED
REC-20251018104454-538902,2025-10-18,10:00,3,14.00,SIMULATED
REC-20251018105538-30FDBF,2025-10-18,10:00,1,4.50,SIMULATED
REC-20251018102111-9B82DB,2025-10-18,10:00,2,7.00,SIMULATED
REC-20251018101712-56CB12,2025-10-18,10:00,1,3.50,SIMULATED
REC-20251018101627-16DCDC,2025-10-18,10:00,1,4.50,SIMULATED
REC-20251018102603-7C5399,2025-10-18,10:00,2,9.50,SIMULATED
REC-20251018102422-5CBD96,2025-10-18,10:00,1,4.50,SIMULATED
REC-20251018101908-3F9365,2025-10-18,10:00,1,3.50,SIMULATED
REC-20251018101133-34E6BC,2025-10-18,10:00,1,3.50,SIMULATED
REC-20251018101946-85003C,2025-10-18,10:00,1,4.00,SIMULATED
REC-20251018112741-54B57F,2025-10-18,11:00,3,13.00,SIMULATED
REC-20251018115120-B2CE22,2025-10-18,11:00,1,3.50,SIMULATED
REC-20251018112353-549AF1,2025-10-18,11:00,2,8.00,SIMULATED
REC-20251018110747-EC3B0F,2025-10-18,11:00,3,11.00,SIMULATED
REC-20251018110017-D27253,2025-10-18,11:00,2,8.00,SIMULATED
REC-20251018113417-1B2B29,2025-10-18,11:00,2,10.00,SIMULATED
REC-20251018113141-7B15C2,2025-10-18,11:00,1,3.50,SIMULATED
REC-20251018110951-C1FC54,2025-10-18,11:00,4,17.00,SIMULATED
REC-20251018111755-BFD4A3,2025-10-18,11:00,1,4.50,SIMULATED
REC-20251018114708-9B6599,2025-10-18,11:00,1,4.50,SIMULATED
REC-20251018114835-963235,2025-10-18,11:00,1,3.50,SIMULATED
REC-20251018110204-1933A4,2025-10-18,11:00,1,3.50,SIMULATED
REC-20251018113630-563F82,2025-10-18,11:00,1,3.50,SIMULATED
REC-20251018114303-1ECBA1,2025-10-18,11:00,4,15.00,SIMULATED
REC-20251018122413-F60D23,2025-10-18,12:00,1,4.00,SIMULATED
REC-20251018124306-C46E35,2025-10-18,12:00,2,11.00,SIMULATED
REC-20251018123300-680DF1,2025-10-18,12:00,3,12.00,SIMULATED
REC-20251018125723-181764,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018122948-786CAA,2025-10-18,12:00,3,13.50,SIMULATED
REC-20251018121346-6EA3A3,2025-10-18,12:00,1,4.50,SIMULATED
REC-20251018124302-7BF156,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018121316-B1CA97,2025-10-18,12:00,1,4.00,SIMULATED
REC-20251018121137-189BC9,2025-10-18,12:00,1,3.00,SIMULATED
REC-20251018123443-B8C2BD,2025-10-18,12:00,1,3.00,SIMULATED
REC-20251018123933-3E60ED,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018123434-488BD2,2025-10-18,12:00,1,4.50,SIMULATED
REC-20251018122843-ADF006,2025-10-18,12:00,1,4.50,SIMULATED
REC-20251018122542-A734A0,2025-10-18,12:00,1,4.50,SIMULATED
REC-20251018120713-BAA57D,2025-10-18,12:00,1,4.00,SIMULATED
REC-20251018121642-2EAD3F,2025-10-18,12:00,2,8.00,SIMULATED
REC-20251018123026-BD09D2,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018125953-3FF58C,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018122205-E81D4A,2025-10-18,12:00,1,2.50,SIMULATED
REC-20251018124506-D0A228,2025-10-18,12:00,1,3.50,SIMULATED
REC-20251018123449-6790D3,2025-10-18,12:00,2,8.00,SIMULATED
REC-20251018134850-396F4A,2025-10-18,13:00,1,4.50,SIMULATED
REC-20251018130314-58CD98,2025-10-18,13:00,1,4.50,SIMULATED
REC-20251018130800-C38D46,2025-10-18,13:00,1,4.50,SIMULATED
REC-20251018134340-1ABE4D,2025-10-18,13:00,2,9.00,SIMULATED
REC-20251018132849-EDEB19,2025-10-18,13:00,1,3.50,SIMULATED
REC-20251018133353-837242,2025-10-18,13:00,1,4.50,SIMULATED
REC-20251018130942-00DDE5,2025-10-18,13:00,1,4.50,SIMULATED
REC-20251018132123-E32DBB,2025-10-18,13:00,2,8.00,SIMULATED
REC-20251018130206-3ED4DC,2025-10-18,13:00,2,9.00,SIMULATED
REC-20251018134131-4314FF,2025-10-18,13:00,2,8.50,SIMULATED
REC-20251018133604-1D53EA,2025-10-18,13:00,1,3.50,SIMULATED
REC-20251018132027-9F181D,2025-10-18,13:00,1,4.00,SIMULATED
REC-20251018133633-C85367,2025-10-18,13:00,1,3.50,SIMULATED
REC-20251018141828-C76D85,2025-10-18,14:00,1,4.50,SIMULATED
REC-20251018142147-D3BFFA,2025-10-18,14:00,1,5.00,SIMULATED
REC-20251018140732-AB4029,2025-10-18,14:00,4,14.00,SIMULATED
REC-20251018144234-71C633,2025-10-18,14:00,4,15.00,SIMULATED
REC-20251018141522-0F226B,2025-10-18,14:00,3,13.50,SIMULATED
REC-20251018144707-25F5A1,2025-10-18,14:00,2,8.50,SIMULATED
REC-20251018143411-0498FD,2025-10-18,14:00,1,4.50,SIMULATED
REC-20251018141133-0B4E9B,2025-10-18,14:00,1,4.50,SIMULATED
REC-20251018143134-EEF309,2025-10-18,14:00,2,8.00,SIMULATED
REC-20251018140622-5E7CB1,2025-10-18,14:00,2,9.50,SIMULATED
REC-20251018143104-A19C8F,2025-10-18,14:00,1,4.50,SIMULATED
REC-20251018140220-734747,2025-10-18,14:00,1,4.00,SIMULATED
REC-20251018142512-3F605E,2025-10-18,14:00,2,8.00,SIMULATED
REC-20251018150814-AB0B8E,2025-10-18,15:00,1,4.00,SIMULATED
REC-20251018152721-A92CDE,2025-10-18,15:00,1,3.50,SIMULATED
REC-20251018153318-0FC08C,2025-10-18,15:00,1,4.00,SIMULATED
REC-20251018153638-0D744F,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018152224-D81D32,2025-10-18,15:00,1,4.00,SIMULATED
REC-20251018154054-348B31,2025-10-18,15:00,1,3.50,SIMULATED
REC-20251018154232-617F55,2025-10-18,15:00,1,3.50,SIMULATED
REC-20251018155131-C1111C,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018155334-B1B54C,2025-10-18,15:00,3,13.00,SIMULATED
REC-20251018150206-46E6FA,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018153830-B2556C,2025-10-18,15:00,1,6.00,SIMULATED
REC-20251018152707-8713E3,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018150902-B67255,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018155931-4256E5,2025-10-18,15:00,1,4.50,SIMULATED
REC-20251018154407-A5BC26,2025-10-18,15:00,2,8.50,SIMULATED
REC-20251018150515-3A15FC,2025-10-18,15:00,1,2.50,SIMULATED
REC-20251018162529-CBDE8B,2025-10-18,16:00,1,3.50,SIMULATED
REC-20251018163345-58614D,2025-10-18,16:00,1,4.50,SIMULATED
REC-20251018164826-4CF621,2025-10-18,16:00,1,4.50,SIMULATED
REC-20251018160656-18BA0C,2025-10-18,16:00,2,8.00,SIMULATED
REC-20251018165108-F2DF1C,2025-10-18,16:00,1,6.00,SIMULATED
REC-20251018164437-C406E5,2025-10-18,16:00,2,8.00,SIMULATED
REC-20251018163539-AA3CE1,2025-10-18,16:00,1,3.50,SIMULATED
REC-20251018162458-EABED2,2025-10-18,16:00,1,4.00,SIMULATED
REC-20251018164331-6246F7,2025-10-18,16:00,1,2.50,SIMULATED
REC-20251018164841-DD0DE1,2025-10-18,16:00,1,4.50,SIMULATED
REC-20251018164254-2BA078,2025-10-18,16:00,1,5.50,SIMULATED
REC-20251018164358-AA83FF,2025-10-18,16:00,1,3.50,SIMULATED
REC-20251018164626-AB5F8D,2025-10-18,16:00,1,4.00,SIMULATED
REC-20251018160201-BDE9E4,2025-10-18,16:00,3,10.50,SIMULATED
REC-20251018162428-3EB69D,2025-10-18,16:00,3,11.00,SIMULATED
REC-20251018161154-5FA9E4,2025-10-18,16:00,1,4.50,SIMULATED
REC-20251018172912-8A3375,2025-10-18,17:00,1,4.00,SIMULATED
REC-20251018170427-4FE436,2025-10-18,17:00,3,11.50,SIMULATED
REC-20251018174608-10F6BA,2025-10-18,17:00,2,7.00,SIMULATED
REC-20251018171751-F45871,2025-10-18,17:00,1,3.50,SIMULATED
REC-20251018171912-0D6E77,2025-10-18,17:00,2,9.00,SIMULATED
REC-20251018174910-A276C8,2025-10-18,17:00,1,3.50,SIMULATED
REC-20251018173716-80D062,2025-10-18,17:00,1,4.50,SIMULATED
REC-20251018175844-0F200F,2025-10-18,17:00,1,3.50,SIMULATED
REC-20251018173306-8AD3E5,2025-10-18,17:00,1,4.50,SIMULATED
REC-20251018175402-8E33FC,2025-10-18,17:00,2,9.00,SIMULATED
REC-20251019072821-88123C,2025-10-19,07:00,1,3.50,SIMULATED
REC-20251019070207-B89A0A,2025-10-19,07:00,1,3.50,SIMULATED
REC-20251019072557-8840D1,2025-10-19,07:00,1,4.50,SIMULATED
REC-20251019075909-261158,2025-10-19,07:00,1,4.50,SIMULATED
REC-20251019073058-39E31E,2025-10-19,07:00,1,3.50,SIMULATED
REC-20251019084455-5F7112,2025-10-19,08:00,2,9.00,SIMULATED
REC-20251019080750-0E0F8F,2025-10-19,08:00,2,10.00,SIMULATED
REC-20251019082800-DA852C,2025-10-19,08:00,3,13.00,SIMULATED
REC-20251019082616-C46DB8,2025-10-19,08:00,1,5.50,SIMULATED
REC-20251019082803-E4E034,2025-10-19,08:00,1,4.00,SIMULATED
REC-20251019085633-362932,2025-10-19,08:00,2,8.00,SIMULATED
REC-20251019083503-9AF851,2025-10-19,08:00,2,7.00,SIMULATED
REC-20251019081900-7CFA36,2025-10-19,08:00,1,3.50,SIMULATED
REC-20251019084708-E75BC5,2025-10-19,08:00,1,4.50,SIMULATED
REC-20251019083748-30DBCE,2025-10-19,08:00,1,4.50,SIMULATED
REC-20251019083757-54D497,2025-10-19,08:00,2,7.00,SIMULATED
REC-20251019085427-EAAA99,2025-10-19,08:00,1,3.50,SIMULATED
REC-20251019081611-04AA97,2025-10-19,08:00,2,8.00,SIMULATED
REC-20251019082459-310DB5,2025-10-19,08:00,1,4.00,SIMULATED
REC-20251019081457-0BAEF6,2025-10-19,08:00,2,8.00,SIMULATED
REC-20251019084523-203F18,2025-10-19,08:00,1,5.00,SIMULATED
REC-20251019085216-6C484C,2025-10-19,08:00,2,7.00,SIMULATED
REC-20251019081721-1B05B4,2025-10-19,08:00,2,7.50,SIMULATED
REC-20251019081347-832F19,2025-10-19,08:00,2,8.00,SIMULATED
REC-20251019095506-48B8AE,2025-10-19,09:00,1,4.00,SIMULATED
REC-20251019090732-730E5E,2025-10-19,09:00,1,4.50,SIMULATED
REC-20251019091332-0D1AD5,2025-10-19,09:00,1,4.50,SIMULATED
REC-20251019094148-C415C1,2025-10-19,09:00,1,4.50,SIMULATED
REC-20251019092709-3574F4,2025-10-19,09:00,1,4.00,SIMULATED
REC-20251019092845-ED0815,2025-10-19,09:00,1,4.50,SIMULATED
REC-20251019094317-FE3AE6,2025-10-19,09:00,2,8.50,SIMULATED
REC-20251019092409-655980,2025-10-19,09:00,1,4.50,SIMULATED
REC-20251019095719-3440E3,2025-10-19,09:00,1,3.50,SIMULATED
REC-20251019091622-A50C76,2025-10-19,09:00,1,3.50,SIMULATED
REC-20251019104856-1E97B7,2025-10-19,10:00,1,4.00,SIMULATED
REC-20251019102752-F4FBA2,2025-10-19,10:00,1,3.50,SIMULATED
REC-20251019105228-31A29B,2025-10-19,10:00,1,4.50,SIMULATED
REC-20251019102557-B1A0F0,2025-10-19,10:00,1,4.50,SIMULATED
REC-20251019105201-F92D39,2025-10-19,10:00,1,5.50,SIMULATED
REC-20251019101629-2C5AA0,2025-10-19,10:00,1,4.50,SIMULATED
REC-20251019100256-AC9E63,2025-10-19,10:00,2,9.50,SIMULATED
REC-20251019100222-F0725B,2025-10-19,10:00,1,4.50,SIMULATED
REC-20251019110043-508F4F,2025-10-19,11:00,1,3.50,SIMULATED
REC-20251019110717-01A581,2025-10-19,11:00,2,9.00,SIMULATED
REC-20251019110303-AA2483,2025-10-19,11:00,2,9.00,SIMULATED
REC-20251019111035-AD76BC,2025-10-19,11:00,3,14.50,SIMULATED
REC-20251019113954-A601AA,2025-10-19,11:00,1,5.00,SIMULATED
REC-20251019115329-365603,2025-10-19,11:00,1,4.00,SIMULATED
REC-20251019115304-60CB08,2025-10-19,11:00,1,5.50,SIMULATED
REC-20251019112652-7FC7B1,2025-10-19,11:00,1,4.50,SIMULATED
REC-20251019113204-CE84BE,2025-10-19,11:00,2,9.50,SIMULATED
REC-20251019115848-62C2FF,2025-10-19,11:00,1,3.50,SIMULATED
REC-20251019114018-CBD016,2025-10-19,11:00,1,4.00,SIMULATED
REC-20251019125408-05C008,2025-10-19,12:00,1,4.50,SIMULATED
REC-20251019120827-08A70D,2025-10-19,12:00,1,3.50,SIMULATED
REC-20251019120005-829EED,2025-10-19,12:00,1,3.50,SIMULATED
REC-20251019121056-6EC8C3,2025-10-19,12:00,1,3.50,SIMULATED
REC-20251019124215-E1BE7B,2025-10-19,12:00,3,12.50,SIMULATED
REC-20251019120944-59179E,2025-10-19,12:00,1,3.50,SIMULATED
REC-20251019122312-E8E942,2025-10-19,12:00,2,6.00,SIMULATED
